LfdNr;Objektname;Objekttyp;Lat;Lon;Objekttyp2;ObjektID;BezirkID;ObjektID2;PlatteBezeichnung;PlatteBaujahr;PlatteMaterial;PlatteID
268;SCHULZENTRUM WOLBECK (HS;Schule;51.913875;7.719252;;;40;68701;Tischtennisplatte (Betonstufenanlage);;Beton;40 68701 SCHULZENTRUM WOLBECK (HS, RS, Gym.)
269;SCHULZENTRUM WOLBECK (HS;Schule;51.913875;7.719252;;;40;68701;Tischtennisplatte (mitte);;Beton;40 68701 SCHULZENTRUM WOLBECK (HS, RS, Gym.)
270;SCHULZENTRUM WOLBECK (HS;Schule;51.913875;7.719252;;;40;68701;Tischtennisplatte;;Beton;40 68701 SCHULZENTRUM WOLBECK (HS, RS, Gym.)
271;SCHULZENTRUM WOLBECK (HS;Schule;51.913875;7.719252;;;40;68701;Tischtennisplatte (links);;Beton;40 68701 SCHULZENTRUM WOLBECK (HS, RS, Gym.)
272;SCHULZENTRUM WOLBECK (HS;Schule;51.913875;7.719252;;;40;68701;Tischtennisplatte;;Beton;40 68701 SCHULZENTRUM WOLBECK (HS, RS, Gym.)
273;SCHULZENTRUM WOLBECK (HS;Schule;51.913875;7.719252;;;40;68701;Tischtennisplatte (Fahrradständer);;Beton;40 68701 SCHULZENTRUM WOLBECK (HS, RS, Gym.)
274;NIKOLAISCHULE;Schule;51.91540558109518;7.72904261832517;Grundschule;25;40;68704;Tischtennisplatte;;Beton;40 68704 NIKOLAISCHULE
275;NIKOLAISCHULE;Schule;51.91540558109518;7.72904261832517;Grundschule;25;40;68704;Tischtennisplatte;;Beton;40 68704 NIKOLAISCHULE
276;MARIEN-SCHULE HILTRUP;Schule;51.90724978065139;7.666132493208336;Grundschule;30;40;69501;Tischtennisplatte (rechts);;Beton;40 69501 MARIEN-SCHULE HILTRUP, LODDENWEG 12
277;MARIEN-SCHULE HILTRUP;Schule;51.90724978065139;7.666132493208336;Grundschule;30;40;69501;Tischtennisplatte (links);;Beton;40 69501 MARIEN-SCHULE HILTRUP, LODDENWEG 12
278;UNTERKUNFT WARENDORFER STR. 265;Sonstige;51.971664;7.667721;;;40;87103;Tischtennisplatte;2015;Beton;40 87103 UNTERKUNFT WARENDORFER STR. 265, 267, 269
279;JUGENEINRICHTUNG DREI EICHEN;Sonstige;51.995272982349675;7.71283665258779;;;40;87706;Tischtennisplatte;;Beton;40 87706 JUGENEINRICHTUNG DREI EICHEN
